"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"1169","14833",5,3,92,5.9,0,0.7,53.3,149.8,2.2,"WGS84",39.75016,8.59625,"B16","8","U111","8","mineral","ITALY"
"1170","14834",36,31,34,19.6,2,1.9,0,348.7,30.9,"WGS84",39.73544,8.85138,"E10","8","U111","8","mineral","ITALY"
"1171","14836",43,33,25,13.9,5,1.5,26,629.2,26.1,"WGS84",39.57225,8.85525,"E20","8","U111","8","mineral","ITALY"
"1172","14837",19,24,57,24.3,1,2.7,0,192.4,9.1,"WGS84",39.88035,8.84882,"E20","8","U111","8","mineral","ITALY"
"1173","14839",14,40,46,17.6,0,1.7,17.8,4074.2,13.8,"WGS84",40.42101,8.65145,"E10","8","U111","8","mineral","ITALY"
"1174","14842",22,44,34,11.2,0,1.1,0,77.1,14,"WGS84",39.26115,8.60628,"E30","8","U112","8","mineral","ITALY"
"1175","14843",9,32,59,13.3,0,1.1,25.5,124.5,5.1,"WGS84",39.40938,8.85711,"E20","8","U111","8","mineral","ITALY"
"1176","14844",13,16,71,23.4,32,1.7,0,172,17.7,"WGS84",40.71516,9.04579,"E10","8","U111","8","mineral","ITALY"
"1177","14845",12,14,74,11.3,2,1.1,0,80.2,7.4,"WGS84",40.707,8.40927,"E20","8","U111","8","mineral","ITALY"
"1178","14848",20,27,53,23.4,0,2.2,36.7,114.8,5.9,"WGS84",40.11979,9.26464,"E10","8","U111","8","mineral","ITALY"
"1179","14849",14,19,67,22.6,1,2.2,0,97,14.2,"WGS84",40.26474,9.28647,"E20","8","U111","8","mineral","ITALY"
"1180","14855",27,54,19,11.7,1,1.2,52.5,176.9,17.9,"WGS84",39.91319,8.59228,"B43","8","U111","8","mineral","ITALY"
